mode,file,topic,assigned_label,diversity,coherence,total_samples,label_counts,Politics,Activism,Nature,Disaster,Renewable,Fossil,Lifestyle,Nuclear,Electricity,Waste,Agriculture,Weather,Transportation,Technology,Privacy,Construction,Infrastructure,Job Opportunities,Air Quality,Environment,Economics,N/A,No category,Not climate-related,Other,Inappropriate,This text does not fit any of the provided categories. The category name is: Lifestyle.,Uncategorized,Arts,Literature,No specific category fits the provided text.,Not classified,Shopping,Water,New Category,Economy,Economic,Public Realm,Climate,Education,Energy,Space,Air Pollution,Event,Pollution,Legislation,ClimateAction,Climate Action,Biodiversity,Climate Resilience,Climate Crisis,- Politics,No category.,- Nature,None,- Technology,Housing,Science,Climate Science,Research,Business,Art,- Electricity,SustainableInvesting,ClimateCrisis,SeismicActivity,Data,Climate Change,Career,This text does not fit any of the provided categories.,No relevant category.,Climate Denial,Jobs,Sustainability,No category applies.,- Waste,- Lifestyle,- Health,Climate Disinformation,Wildlife,EndangeredSpecies,- Activism,Climate Aid,Adaptation,ClimateScience,HealthRisks,Food,Immigration
multi_label,topic_0023.json,23,Nature,11,0.432,20,"{'Disaster': 4, 'Politics': 2, 'Nature': 16, 'Climate': 3, 'Renewable': 1, 'ClimateAction': 1, 'Activism': 3, 'Agriculture': 3, 'Weather': 2, 'Climate Action': 1, 'Biodiversity': 1}",2,3,16,4,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0024.json,24,Construction,11,0.366,20,"{'Activism': 1, 'Construction': 15, 'Politics': 7, 'Renewable': 5, 'Waste': 1, 'Disaster': 2, 'Climate Resilience': 1, 'Lifestyle': 5, 'Nature': 2, 'Transportation': 1, 'Climate Crisis': 1}",7,1,2,2,5,0,5,0,0,1,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0025.json,25,Renewable,8,0.395,20,"{'Renewable': 15, 'Agriculture': 2, 'Fossil': 4, 'Nature': 2, 'Transportation': 6, 'Electricity': 5, 'Politics': 3, 'Technology': 1}",3,0,2,0,15,4,0,0,5,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0026.json,26,Politics,6,0.389,20,"{'Activism': 6, 'Politics': 14, 'Waste': 3, 'Nature': 6, 'Agriculture': 1, 'Lifestyle': 6}",14,6,6,0,0,0,6,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0027.json,27,Renewable,6,0.268,20,"{'Renewable': 11, 'Electricity': 4, 'Politics': 11, 'Waste': 5, 'Fossil': 9, 'Construction': 1}",11,0,0,0,11,9,0,0,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0028.json,28,Politics,10,0.444,20,"{'Renewable': 8, 'Politics': 16, 'Lifestyle': 2, 'Waste': 3, 'Fossil': 2, '- Politics': 1, 'Economics': 1, 'Transportation': 1, 'Activism': 1, 'Technology': 1}",16,1,0,0,8,2,2,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0029.json,29,Waste,9,0.382,20,"{'Waste': 13, 'Lifestyle': 11, 'No category.': 1, 'Weather': 2, 'Nature': 2, 'Climate': 1, 'Renewable': 2, 'Transportation': 1, 'Fossil': 1}",0,0,2,0,2,1,11,0,0,13,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0030.json,30,Politics,10,0.353,20,"{'Politics': 12, 'Waste': 4, 'Transportation': 1, 'Lifestyle': 1, 'Nature': 4, 'Disaster': 2, 'Activism': 7, 'Weather': 1, 'Construction': 1, 'Environment': 1}",12,7,4,2,0,0,1,0,0,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0031.json,31,Politics,9,0.371,20,"{'Politics': 13, 'Electricity': 1, 'Disaster': 3, 'Lifestyle': 3, 'Water': 3, 'Waste': 8, 'Activism': 1, 'Nature': 2, 'Transportation': 1}",13,1,2,3,0,0,3,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0032.json,32,Nature,10,0.286,20,"{'Waste': 3, 'Disaster': 1, 'Politics': 7, 'Nature': 8, 'Lifestyle': 4, 'Agriculture': 1, 'Economics': 1, 'Weather': 1, 'Renewable': 1, 'Fossil': 1}",7,0,8,1,1,1,4,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0033.json,33,Politics,7,0.459,20,"{'Politics': 17, 'Fossil': 10, 'Transportation': 1, 'Renewable': 3, 'Activism': 4, 'Waste': 1, 'Nature': 1}",17,4,1,0,3,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0034.json,34,Politics,7,0.366,20,"{'Politics': 15, 'Construction': 1, 'Activism': 5, 'Fossil': 14, 'Renewable': 3, 'Electricity': 2, 'Disaster': 1}",15,5,0,1,3,14,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0035.json,35,Waste,9,0.324,20,"{'Politics': 8, 'Waste': 11, 'Activism': 2, 'Nature': 5, 'Agriculture': 1, 'Fossil': 3, 'Disaster': 2, 'Pollution': 1, 'Construction': 1}",8,2,5,2,0,3,0,0,0,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0036.json,36,Renewable,5,0.409,20,"{'Renewable': 18, 'Electricity': 8, 'Politics': 14, 'Fossil': 3, 'Agriculture': 1}",14,0,0,0,18,3,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0037.json,37,Politics,6,0.433,20,"{'Nature': 4, 'Politics': 13, 'Activism': 8, 'Climate': 2, 'Lifestyle': 2, 'No category.': 1}",13,8,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0038.json,38,Politics,11,0.265,20,"{'Weather': 8, 'Construction': 2, 'Lifestyle': 4, 'Politics': 9, 'Climate': 3, '- Nature': 1, 'Transportation': 1, 'Nature': 2, 'Renewable': 1, 'Fossil': 1, 'Activism': 2}",9,2,2,0,1,1,4,0,0,0,0,8,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0039.json,39,Waste,12,0.162,20,"{'N/A': 1, 'Lifestyle': 5, 'Waste': 6, 'Politics': 4, 'Renewable': 6, 'None': 1, 'Activism': 2, 'Nature': 5, 'Electricity': 2, 'Technology': 3, '- Technology': 1, 'Fossil': 1}",4,2,5,0,6,1,5,0,2,6,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0040.json,40,Politics,6,0.436,20,"{'Activism': 2, 'Fossil': 2, 'Politics': 17, 'Disaster': 13, 'Weather': 4, 'Housing': 1}",17,2,0,13,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0041.json,41,Activism,6,0.486,20,"{'Activism': 18, 'Politics': 12, 'Fossil': 3, 'Disaster': 1, 'Waste': 1, 'Lifestyle': 2}",12,18,0,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0042.json,42,Nature,6,0.8,20,"{'Nature': 20, 'Renewable': 1, 'Weather': 1, 'Climate': 1, 'Science': 1, 'Climate Science': 1}",0,0,20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0043.json,43,Politics,6,0.436,20,"{'Activism': 13, 'Politics': 17, 'Disaster': 3, 'Nature': 3, 'Lifestyle': 1, 'Climate': 2}",17,13,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
